,City,Town,Neighborhood,Apartment Type,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
832,Ankara,Çankaya,Dodurga,Villa,Villa,1,400 m2,4 + 2,,False,4.0,Sıfır,Kombi,Doğalgaz,59000
833,Mersin(İçel),Bozyazı,Merkez,Daire,Daire,Sıfır,300 m2,5 + 2,Teras Katı,False,3.0,Sıfır,Klima,Elektrik,20000
834,İstanbul,Ataşehir,Kayışdağı,Daire,Daire,4,80 m2,2 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,26000
835,Mersin(İçel),Erdemli,Çeşmeli,Yazlık,Yazlık,20,155 m2,2 + 1,4. Kat,True,2.0,İkinci El,Klima,Elektrik,55000
836,Denizli,Pamukkale,Yunusemre,Daire,Daire,2,100 m2,2 + 1,2. Kat,True,1.0,,Yerden Isıtma,Doğalgaz,17000
837,Eskişehir,Tepebaşı,Hoşnudiye,Daire,Daire,26,160 m2,3 + 1,6. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,25000
838,Ankara,Çankaya,Emek,Daire,Daire,35,120 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,26000
839,Ankara,Keçiören,Şehit Kubilay,Daire,Daire,1,190 m2,4 + 1,5. Kat,False,2.0,,Merkezi (Pay Ölçer),,27000
840,Balıkesir,Edremit,Altınoluk,Villa,Villa,Sıfır,130 m2,3 + 1,,False,3.0,,Klima,,33000
841,Muğla,Fethiye,Ölüdeniz,Villa,Villa,4,90 m2,1 + 1,,True,2.0,İkinci El,Klima,Elektrik,30000
842,Muğla,Datça,İskele,Daire,Daire,1,55 m2,1 + 1,Ara Kat,True,1.0,Sıfır,Klima,Elektrik,3000
843,Tekirdağ,Çorlu,Hatip,Daire,Daire,1,72 m2,1 + 1,Ara Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,12000
844,Ankara,Altındağ,Gültepe,Daire,Daire,10,125 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
845,Ankara,Çankaya,Bahçelievler,Daire,Daire,35,80 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20000
846,İstanbul,Beykoz,Gümüşsuyu,Müstakil Ev,Müstakil Ev,30,250 m2,3 + 1,,False,1.0,,Kombi,Doğalgaz,42000
847,İstanbul,Kağıthane,Ortabayır,Daire,Daire,25,130 m2,3 + 1,6. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15500
848,Kocaeli,Gölcük,İpek Yolu,Daire,Daire,2,125 m2,3 + 1,Yüksek Giriş,False,2.0,İkinci El,Kombi,Doğalgaz,17000
849,Samsun,İlkadım,Zafer,Daire,Daire,25,100 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,9000
850,Bartın,Merkez,Karasu,Müstakil Ev,Müstakil Ev,15,65 m2,1 + 1,,True,1.0,,Belirtilmemiş,,2500
851,Antalya,Konyaaltı,Liman,Daire,Daire,24,187 m2,3 + 1,3. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,35000
852,Ankara,Keçiören,Aşağı Eğlence,Bina,Bina,35,130 m2,3 + 1,,False,1.0,İkinci El,Kombi,Doğalgaz,17000
853,İstanbul,Şişli,Esentepe,Daire,Daire,30,110 m2,1 + 1,4. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,30000
854,Bolu,Merkez,Tabaklar,Daire,Daire,5,80 m2,1 + 1,Ara Kat,True,1.0,Sıfır,Kombi,Doğalgaz,275
855,Ankara,Etimesgut,Turkuaz,Daire,Daire,14,94 m2,2 + 1,7. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,11700
856,Kastamonu,Merkez,Cebrail,Daire,Daire,26,105 m2,2 + 1,2. Kat,False,1.0,,Kombi,,6500
857,İstanbul,Beyoğlu,Müeyyetzade,Daire,Daire,100,110 m2,2 + 1,En Üst Kat,True,1.0,,Kombi,Doğalgaz,80000
858,Ankara,Çankaya,Emek,Daire,Daire,35,110 m2,3 + 1,10. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,38500
859,Kocaeli,Körfez,Mimar Sinan,Daire,Daire,Sıfır,120 m2,2 + 1,2. Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,3600000
860,Ankara,Çankaya,Bahçelievler,Daire,Daire,30,90 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,25000
861,İstanbul,Kadıköy,Kozyatağı,Daire,Daire,30,130 m2,3 + 1,3. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,32000
862,Adana,Çukurova,Huzurevleri,Daire,Daire,5,175 m2,4 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
863,Konya,Selçuklu,Hocacihan,Daire,Daire,5,180 m2,4 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,22000
864,İstanbul,Pendik,Batı,Daire,Daire,Sıfır,115 m2,3 + 1,1. Kat,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,33000
865,Çanakkale,Ayvacık,Küçükkuyu (Mıhlı),Daire,Daire,25,150 m2,3 + 1,Villa Katı,False,2.0,İkinci El,Soba,Elektrik,17000
866,İstanbul,Kağıthane,Yahya Kemal,Daire,Daire,5,155 m2,4 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,35000
867,Manisa,Salihli,Eski Cami,Daire,Daire,6,140 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
868,Ankara,Yenimahalle,Batı Sitesi,Daire,Daire,Sıfır,60 m2,1 + 1,10. Kat,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,16500
869,Ankara,Keçiören,Ayvalı,Daire,Daire,1,104 m2,2 + 1,8. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,32000
870,Ankara,Çankaya,Yukarı Bahçelievler,Daire,Daire,38,100 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Merkezi,Doğalgaz,25000
871,Çanakkale,Merkez,Esenler,Daire,Daire,8,150 m2,3 + 1,2. Kat,False,2.0,,Kombi,Doğalgaz,35000
872,Samsun,Atakum,Yenimahalle,Daire,Daire,6,65 m2,1 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
873,Eskişehir,Odunpazarı,Osmangazi,Daire,Daire,6,160 m2,4 + 1,4. Kat,False,2.0,,Kombi,Doğalgaz,30000
874,Ankara,Etimesgut,Elvan,Daire,Daire,14,140 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
875,İstanbul,Şişli,Teşvikiye,Daire,Daire,40,160 m2,3 + 1,5. Kat,,2.0,,Merkezi,,75000
876,Balıkesir,Erdek,Narlı,Daire,Daire,25,35 m2,1 + 0,2. Kat,True,1.0,İkinci El,Soba,Kömür-Odun,60000
877,Ankara,Keçiören,19 Mayıs,Daire,Daire,18,145 m2,3 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
878,İzmir,Karşıyaka,Bahriye Üçok,Daire,Daire,3,100 m2,2 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,31000
879,Ankara,Çankaya,Balgat,Daire,Daire,30,125 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,25000
880,Muğla,Bodrum,Gündoğan,Daire,Daire,6,185 m2,3 + 1,Kot 2,True,2.0,İkinci El,Klima,,800000
881,Antalya,Kepez,Kuzeyyaka,Daire,Daire,17,190 m2,3 + 1,Kot 1,False,1.0,İkinci El,Klima,Elektrik,15000
882,İzmir,Bornova,Evka 3,Daire,Daire,35,80 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
883,İstanbul,Sarıyer,Pınar,Daire,Daire,27,150 m2,3 + 1,4. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,35000
884,Ankara,Çankaya,Kavaklıdere,Daire,Daire,Sıfır,150 m2,3 + 1,Teras Katı,False,2.0,Sıfır,Kombi,Doğalgaz,42000
885,Ankara,Mamak,Çağlayan,Daire,Daire,11,120 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
886,Tekirdağ,Süleymanpaşa,Bahçelievler,Daire,Daire,15,150 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
887,Aydın,Didim,Hisar,Daire,Daire,Sıfır,130 m2,3 + 1,Ara Kat,False,1.0,Sıfır,Klima,Elektrik,17500
888,Sinop,Gerze,19 Mayıs,Daire,Daire,14,90 m2,1 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,10000
889,İstanbul,Kadıköy,Suadiye,Daire,Daire,23,210 m2,4 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,76000
890,Adana,Seyhan,Yenibaraj,Daire,Daire,6,70 m2,1 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17500
891,Muğla,Menteşe,Yeniköy,Daire,Daire,6,45 m2,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,14000
892,Aydın,Didim,Efeler,Daire,Daire,3,80 m2,2 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,20000
893,Muğla,Milas,Kıyıkışlacık,Villa,Villa,5,200 m2,3 + 1,Villa Katı,True,2.0,İkinci El,Klima,Elektrik,35000
894,İzmir,Konak,Göztepe,Daire,Daire,40,90 m2,2 + 1,6. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,30000
895,İstanbul,Sarıyer,Büyükdere,Villa,Villa,35,550 m2,5 + 2,,False,4.0,İkinci El,Kombi,Doğalgaz,483000
896,Mersin(İçel),Erdemli,Çeşmeli,Daire,Daire,25,220 m2,3 + 1,9. Kat,True,2.0,İkinci El,Isıtma Yok,Elektrik,185000
897,İstanbul,Beşiktaş,Balmumcu,Daire,Daire,38,130 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi,Doğalgaz,40000
898,Aydın,Kuşadası,Türkmen,Villa,Villa,14,290 m2,3 + 1,,False,2.0,İkinci El,Klima,Elektrik,38000
899,Tekirdağ,Çorlu,Hürriyet,Daire,Daire,Sıfır,64 m2,1 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,12000
900,Ankara,Çankaya,Emek,Daire,Daire,40,90 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,25000
901,İstanbul,Üsküdar,Kandilli,Villa,Villa,25,800 m2,5 + 2,,,4.0,,Kombi,Doğalgaz,330000
902,İstanbul,Şişli,Bozkurt,Daire,Daire,50,80 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
903,Antalya,Muratpaşa,Kızıltoprak,Daire,Daire,12,55 m2,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Isıtma Yok,Elektrik,12000
904,Ankara,Çankaya,Birlik,Daire,Daire,28,160 m2,4 + 1,5. Kat,True,2.0,İkinci El,Merkezi,Doğalgaz,32500
905,Aydın,Didim,Çamlık,Daire,Daire,10,140 m2,2 + 1,Ara Kat,True,1.0,İkinci El,Klima,Elektrik,4500
906,Ankara,Keçiören,Pınarbaşı,Daire,Daire,35,118 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20500
907,İstanbul,Beykoz,Çubuklu,Daire,Daire,20,220 m2,4 + 1,3. Kat,False,3.0,İkinci El,Kombi,Doğalgaz,65000
908,İstanbul,Üsküdar,Zeynep Kamil,Daire,Daire,24,120 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,30000
909,İstanbul,Sarıyer,Tarabya,Daire,Daire,27,165 m2,3 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,32000
910,Ankara,Keçiören,Aşağı Eğlence,Daire,Daire,25,100 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
911,Ankara,Çankaya,Bahçelievler,Daire,Daire,35,125 m2,4 + 1,Giriş Katı,False,1.0,İkinci El,Merkezi,Doğalgaz,20000
912,Muğla,Bodrum,Eskiçeşme,Daire,Daire,15,85 m2,2 + 1,1. Kat,False,1.0,İkinci El,Klima,Elektrik,25000
913,İstanbul,Beşiktaş,Arnavutköy,Daire,Daire,35,140 m2,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,37500
914,İstanbul,Sarıyer,Ayazağa,Daire,Daire,12,75 m2,2 + 1,6. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,24000
915,Ankara,Mamak,Hüseyingazi,Daire,Daire,20,95 m2,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
916,Mersin(İçel),Yenişehir,50. Yıl,Daire,Daire,15,65 m2,1 + 1,Zemin,False,1.0,İkinci El,Isıtma Yok,Elektrik,15000
917,Muğla,Bodrum,Akyarlar,Daire,Daire,15,120 m2,3 + 1,Ara Kat,True,1.0,İkinci El,Belirtilmemiş,Elektrik,25000
918,Eskişehir,Odunpazarı,Yenikent,Daire,Daire,35,95 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Merkezi,Doğalgaz,12000
919,Ankara,Keçiören,Çiçekli,Daire,Daire,30,118 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14500
920,Sinop,Merkez,Gelincik,Daire,Daire,15,125 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,12000
921,Ankara,Çankaya,Oğuzlar,Daire,Daire,18,120 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,24900
922,Denizli,Pamukkale,Yunusemre,Daire,Daire,Sıfır,50 m2,1 + 1,Zemin,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,8500
923,Ankara,Keçiören,19 Mayıs,Daire,Daire,35,110 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
924,Ankara,Pursaklar,Saray Cumhuriyet,Daire,Daire,Sıfır,45 m2,1 + 0,Giriş Katı,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,12000
925,Ankara,Yenimahalle,İlkyerleşim,Müstakil Ev,Müstakil Ev,22,210 m2,5 + 1,,False,2.0,İkinci El,Kombi,Doğalgaz,25000
926,İstanbul,Eyüpsultan,Topçular,Residence,Residence,9,80 m2,1 + 1,5. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,28000
927,İstanbul,Bahçelievler,Şirinevler,Daire,Daire,34,110 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
928,Antalya,Muratpaşa,Memurevleri,Daire,Daire,42,140 m2,3 + 1,1. Kat,False,1.0,İkinci El,Klima,Elektrik,15500
929,Ankara,Çankaya,Emek,Daire,Daire,25,140 m2,3 + 1,2. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,35000
930,Antalya,Alanya,Saray,Daire,Daire,23,150 m2,3 + 1,5. Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,20000
931,Ankara,Yenimahalle,Ergazi,Daire,Daire,4,58 m2,1 + 1,4. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,15250
932,İstanbul,Beşiktaş,Türkali,Daire,Daire,40,75 m2,1 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
933,Ankara,Keçiören,Ayvalı,Daire,Daire,25,100 m2,3 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,20000
934,İzmir,Çeşme,Alaçatı,Villa,Villa,3,220 m2,4 + 1,,False,4.0,İkinci El,Klima,Elektrik,300000
935,Ankara,Etimesgut,Atayurt,Daire,Daire,12,190 m2,4 + 1,Kot 1,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13500
936,İstanbul,Beşiktaş,Arnavutköy,Daire,Daire,30,200 m2,3 + 1,4. Kat,True,2.0,Sıfır,Kombi,Doğalgaz,110000
937,İzmir,Karşıyaka,Zübeyde Hanım,Daire,Daire,27,100 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
938,Aydın,Kuşadası,Kadıkalesi,Müstakil Ev,Müstakil Ev,15,200 m2,3 + 1,,True,1.0,İkinci El,Güneş Enerjisi,Elektrik,25000
939,Diyarbakır,Yenişehir,Kooperatifler,Daire,Daire,18,176 m2,3 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20500
940,İstanbul,Üsküdar,Ahmediye,Daire,Daire,7,215 m2,4 + 1,4. Kat,True,3.0,İkinci El,Kombi,Doğalgaz,65000
941,İzmir,Balçova,Onur,Daire,Daire,6,60 m2,1 + 1,2. Kat,False,1.0,İkinci El,Jeotermal Isıtma,,20000
942,Balıkesir,Burhaniye,Bahçelievler,Daire,Daire,1,70 m2,1 + 1,5. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,15000
943,İstanbul,Beylikdüzü,Adnan Kahveci,Daire,Daire,15,135 m2,3 + 1,13. Kat,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,20000
944,Adana,Çukurova,Huzurevleri,Daire,Daire,25,165 m2,3 + 1,8. Kat,False,1.0,İkinci El,Isıtma Yok,Elektrik,12500
945,İzmir,Çiğli,Ataşehir,Daire,Daire,6,105 m2,2 + 1,2. Kat,True,1.0,,Merkezi (Pay Ölçer),Doğalgaz,36000
946,İzmir,Urla,Gülbahçe,Daire,Daire,2,45 m2,1 + 1,1. Kat,True,1.0,İkinci El,Klima,Elektrik,20000
947,İstanbul,Üsküdar,Bulgurlu,Daire,Daire,26,110 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
948,Adana,Çukurova,Güzelyalı,Daire,Daire,25,210 m2,4 + 1,4. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,170000
949,İstanbul,Üsküdar,Kuzguncuk,Müstakil Ev,Müstakil Ev,20,380 m2,4 + 2,,False,3.0,İkinci El,Kombi,Doğalgaz,160000
950,İstanbul,Beylikdüzü,Barış,Residence,Residence,2,126 m2,3 + 1,En Üst Kat,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,40000
951,Ankara,Çankaya,Bahçelievler,Daire,Daire,28,130 m2,3 + 1,Bahçe Katı,True,1.0,İkinci El,Merkezi,Doğalgaz,23500
952,Antalya,Alanya,Sugözü,Daire,Daire,31,150 m2,2 + 1,1. Kat,False,1.0,İkinci El,Güneş Enerjisi,,13000
953,Balıkesir,Bandırma,Yeni,Daire,Daire,25,100 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,6000
954,İstanbul,Zeytinburnu,Gökalp,Daire,Daire,28,85 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
955,Ankara,Çankaya,Kırkkonaklar,Daire,Daire,17,310 m2,5 + 1,3. Kat,False,3.0,İkinci El,Kombi,Doğalgaz,30000
956,İzmir,Balçova,Korutürk,Daire,Daire,22,90 m2,2 + 1,Çatı Katı,True,1.0,İkinci El,Kombi,Doğalgaz,22000
957,İstanbul,Esenyurt,Hürriyet,Daire,Daire,8,70 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,10000
958,Samsun,Atakum,Büyükkolpınar,Daire,Daire,Sıfır,170 m2,3 + 1,1. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
959,Samsun,Atakum,Büyükkolpınar,Daire,Daire,Sıfır,170 m2,3 + 1,1. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
960,Muğla,Bodrum,Yokuşbaşı,Daire,Daire,15,90 m2,2 + 1,En Üst Kat,True,1.0,İkinci El,Klima,Elektrik,35000
961,Ankara,Etimesgut,Şehit Osman Avcı,Daire,Daire,9,65 m2,1 + 1,3. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,15300
962,İstanbul,Beyoğlu,Ömer Avni,Daire,Daire,45,150 m2,3 + 1,1. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,65000
963,Antalya,Muratpaşa,Şirinyalı,Daire,Daire,15,95 m2,2 + 1,Bahçe Katı,True,2.0,İkinci El,Klima,Elektrik,50000
964,İzmir,Bornova,Evka 4,Daire,Daire,20,80 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
965,Antalya,Konyaaltı,Arapsuyu,Daire,Daire,7,80 m2,1 + 1,Ara Kat,True,1.0,İkinci El,Klima,Elektrik,23000
966,İzmir,Karabağlar,General Kazım Özalp,Daire,Daire,1,110 m2,3 + 1,2. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
967,Ankara,Keçiören,Tepebaşı,Daire,Daire,30,120 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
968,İzmir,Konak,Çankaya,Daire,Daire,40,133 m2,3 + 1,2. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,29000
969,İstanbul,Maltepe,İdealtepe,Daire,Daire,26,90 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi,Doğalgaz,27000
970,İstanbul,Şişli,Mecidiyeköy,Daire,Daire,Sıfır,85 m2,2 + 1,2. Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,45000
971,İstanbul,Şişli,Ergenekon,Daire,Daire,8,50 m2,1 + 0,Çatı Katı,False,1.0,Sıfır,Kombi,Doğalgaz,20000
972,Zonguldak,Ereğli,Kepez,Daire,Daire,1,125 m2,3 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,18000
973,Ankara,Sincan,Ertuğrulgazi,Daire,Daire,20,115 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,11250
974,Aydın,Kuşadası,Ege,Daire,Daire,10,110 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,20000
975,İstanbul,Üsküdar,Selami Ali,Daire,Daire,8,140 m2,3 + 1,Yüksek Giriş,False,2.0,,Kombi,Doğalgaz,27000
976,İstanbul,Beşiktaş,Nisbetiye,Residence,Residence,Sıfır,349 m2,4 + 1,21 ve üzeri,False,3.0,Sıfır,VRV,Doğalgaz,320000
977,Ankara,Çankaya,Tınaztepe,Daire,Daire,25,120 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
978,İstanbul,Bahçelievler,Bahçelievler,Daire,Daire,35,125 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,23000
979,İstanbul,Bahçelievler,Bahçelievler,Daire,Daire,35,125 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,23000
980,Muğla,Bodrum,Türkbükü,Yazlık,Yazlık,8,110 m2,2 + 1,1. Kat,True,1.0,,Klima,,450000
981,Ankara,Çankaya,Harbiye,Daire,Daire,25,115 m2,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,21000
982,İstanbul,Bahçelievler,Siyavuşpaşa,Daire,Daire,Sıfır,180 m2,4 + 2,5. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,40000
983,Tokat,Merkez,Altıyüzevler,Daire,Daire,20,145 m2,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15500
984,Ankara,Çankaya,Bahçelievler,Daire,Daire,30,120 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,30500
985,Bursa,Mudanya,Ömerbey,Daire,Daire,40,150 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
986,Ankara,Altındağ,Aydınlıkevler,Daire,Daire,35,95 m2,2 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17000
987,Adana,Seyhan,Reşatbey,Daire,Daire,5,110 m2,2 + 1,8. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,255000
988,İstanbul,Sarıyer,Yeniköy,Daire,Daire,25,200 m2,3 + 1,1. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,120000
989,İzmir,Konak,Kültür,Daire,Daire,30,80 m2,1 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,22000
990,Muğla,Menteşe,Orhaniye,Daire,Daire,2,85 m2,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
991,İstanbul,Kağıthane,Hamidiye,Residence,Residence,10,150 m2,3 + 1,5. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,50000
992,Ankara,Çankaya,Şehit Cevdet Özdemir,Daire,Daire,1,70 m2,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,22000
993,İstanbul,Beyoğlu,Cihangir,Daire,Daire,40,65 m2,1 + 1,Giriş Katı,True,1.0,,Kombi,Doğalgaz,28000
994,Ankara,Mamak,Şafaktepe,Daire,Daire,35,95 m2,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16000
995,İzmir,Karşıyaka,Bostanlı,Daire,Daire,31,120 m2,3 + 1,3. Kat,False,1.0,,Merkezi (Pay Ölçer),,25000
996,İstanbul,Pendik,Esenyalı,Daire,Daire,30,140 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
997,Ankara,Çankaya,Aşağı Öveçler,Daire,Daire,23,180 m2,5 + 1,Giriş Katı,False,2.0,İkinci El,Merkezi,Doğalgaz,23000
998,İstanbul,Şişli,Teşvikiye,Daire,Daire,42,125 m2,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,50000
999,İstanbul,Şişli,Teşvikiye,Daire,Daire,42,125 m2,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,50000
1000,İzmir,Konak,Göztepe,Daire,Daire,30,150 m2,3 + 1,3. Kat,False,1.0,İkinci El,Doğalgaz Sobası,Doğalgaz,24000
1001,İstanbul,Bahçelievler,Bahçelievler,Daire,Daire,Sıfır,150 m2,3 + 1,2. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,53000
1002,Ankara,Çubuk,Esenboğa Merkez,Daire,Daire,Sıfır,50 m2,1 + 1,Ara Kat,False,1.0,Sıfır,Kombi,Doğalgaz,8000
1003,Ankara,Çankaya,İlker,Daire,Daire,25,120 m2,3 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,16000
1004,Ankara,Sincan,Yunus Emre,Daire,Daire,25,125 m2,3 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
1005,İstanbul,Sarıyer,Rumeli Hisarı,Yalı Dairesi,Yalı Dairesi,35,175 m2,3 + 1,2. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,150000
1006,Zonguldak,Merkez,Bahçelievler,Daire,Daire,25,120 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15750
1007,Ankara,Etimesgut,Şeyh Şamil,Daire,Daire,20,120 m2,3 + 1,8. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
1008,Ankara,Çankaya,Harbiye,Daire,Daire,20,115 m2,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
1009,İstanbul,Eyüpsultan,Karadolap,Daire,Daire,5,70 m2,2 + 1,Kot 2,False,1.0,İkinci El,Kombi,Doğalgaz,13000
1010,Aksaray,Merkez,Hacılar Harmanı,Daire,Daire,2,60 m2,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,8000
