,City,Town,Neighborhood,Apartment Type,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
4991,İstanbul,Esenyurt,İncirtepe,Daire,Daire,5,100 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10000
4992,İstanbul,Şişli,Bozkurt,Daire,Daire,35,170 m2,3 + 2,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,30000
4993,İstanbul,Beykoz,Çamlıbahçe,Müstakil Ev,Müstakil Ev,21,55 m2,1 + 1,Bahçe Katı,False,1.0,,Kombi,,15000
4994,Balıkesir,Edremit,İskele,Daire,Daire,22,120 m2,3 + 1,2. Kat,False,2.0,,Soba,Kömür-Odun,15000
4995,İstanbul,Fatih,Mevlanakapı,Daire,Daire,31,50 m2,1 + 1,4. Kat,True,1.0,,Kombi,,17500
4996,Isparta,Merkez,Halıkent,Daire,Daire,26,110 m2,2 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,8500
4997,Samsun,Atakum,İstiklal,Daire,Daire,6,110 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
4998,İstanbul,Kağıthane,Talatpaşa,Daire,Daire,24,110 m2,3 + 1,4. Kat,,1.0,,Kombi,Doğalgaz,17000
4999,Tekirdağ,Süleymanpaşa,Çiftlikönü,Daire,Daire,30,80 m2,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
5000,İzmir,Karabağlar,Bahçelievler,Daire,Daire,30,145 m2,3 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,18000
5001,Muğla,Marmaris,Orhaniye,Müstakil Ev,Müstakil Ev,Sıfır,85 m2,2 + 1,,False,1.0,Sıfır,Klima,Elektrik,20000
5002,Denizli,Merkezefendi,Merkez Efendi,Daire,Daire,1,60 m2,2 + 1,Ara Kat,True,1.0,Sıfır,Kombi,Doğalgaz,10000
5003,İzmir,Buca,Laleli,Daire,Daire,5,95 m2,2 + 1,2. Kat,False,1.0,,Kombi,,17000
5004,Kocaeli,Kartepe,Uzunbey,Daire,Daire,Sıfır,85 m2,1 + 1,1. Kat,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,16000
5005,Mersin(İçel),Tarsus,Ergenekon,Daire,Daire,3,125 m2,3 + 1,Yüksek Giriş,False,2.0,İkinci El,Güneş Enerjisi,Doğalgaz,11500
5006,Tekirdağ,Marmaraereğlisi,Dereağzı,Villa,Villa,4,200 m2,5 + 2,,True,2.0,Sıfır,Kombi,Doğalgaz,5000
5007,Tekirdağ,Çorlu,Kemalettin,Daire,Daire,Sıfır,95 m2,2 + 1,3. Kat,,1.0,,Merkezi,,12000
5008,İstanbul,Sarıyer,Kireçburnu,Daire,Daire,31,180 m2,3 + 1,1. Kat,False,2.0,,Kombi,,85000
5009,Nevşehir,Merkez,2000 Evler,Daire,Daire,Sıfır,42 m2,1 + 1,Yüksek Giriş,True,1.0,Sıfır,Kombi,Doğalgaz,13000
5010,Kocaeli,Gebze,Yenikent,Daire,Daire,26,90 m2,2 + 1,4. Kat,True,1.0,,Kombi,,18500
5011,Aydın,İncirliova,Sandıklı,Daire,Daire,7,170 m2,3 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,17000
5012,İstanbul,Güngören,Abdurrahman Nafiz Gürman,Daire,Daire,30,120 m2,3 + 1,Bahçe Katı,False,2.0,İkinci El,Merkezi,Doğalgaz,20000
5013,İstanbul,Kartal,Yunus,Daire,Daire,25,60 m2,2 + 1,Giriş Katı,False,1.0,İkinci El,Soba,Kömür-Odun,13500
5014,Muğla,Bodrum,İslamhaneleri,Müstakil Ev,Müstakil Ev,16,80 m2,2 + 1,,False,1.0,İkinci El,Isıtma Yok,Elektrik,30000
5015,Kayseri,Kocasinan,Ertuğrul Gazi,Daire,Daire,6,170 m2,3 + 1,5. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,12000
5016,İstanbul,Beylikdüzü,Adnan Kahveci,Daire,Daire,11,190 m2,3 + 2,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
5017,İstanbul,Sarıyer,Ayazağa,Daire,Daire,25,110 m2,2 + 1,1. Kat,False,1.0,,Kombi,,17000
5018,Ankara,Keçiören,Kalaba,Daire,Daire,25,120 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,12500
5019,İzmir,Karabağlar,Reis,Daire,Daire,27,115 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
5020,Ankara,Keçiören,Kamil Ocak,Daire,Daire,35,105 m2,3 + 1,3. Kat,,1.0,,Kombi,,11500
5021,Antalya,Kepez,Ulus,Daire,Daire,30,145 m2,3 + 1,5. Kat,False,1.0,İkinci El,Klima,Elektrik,14000
5022,Ankara,Etimesgut,Bağlıca,Daire,Daire,7,175 m2,3 + 1,16. Kat,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,49000
5023,İzmir,Konak,Alsancak,Daire,Daire,35,110 m2,3 + 3,7. Kat,False,1.0,İkinci El,Klima,Elektrik,25000
5024,Ankara,Polatlı,Şentepe,Daire,Daire,Sıfır,195 m2,4 + 1,4. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,18000
5025,Mersin(İçel),Mezitli,Merkez,Daire,Daire,2,125 m2,2 + 1,11. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
5026,Hatay,Samandağ,Çiğdede,Daire,Daire,30,200 m2,3 + 1,Giriş Katı,True,1.0,İkinci El,Isıtma Yok,Elektrik,22000
5027,Denizli,Merkezefendi,Karaman,Daire,Daire,40,140 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10500
5028,Denizli,Merkezefendi,Gerzele,Daire,Daire,4,75 m2,2 + 1,2. Kat,True,1.0,,Kombi,,15000
5029,Ankara,Çankaya,Sokullu Mehmet Paşa,Daire,Daire,22,135 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20250
5030,İzmir,Konak,Mehmet Ali Akman,Daire,Daire,40,120 m2,3 + 1,3. Kat,True,1.0,İkinci El,Kat Kaloriferi,Akaryakıt,26000
5031,İzmir,Karşıyaka,Bostanlı,Daire,Daire,Sıfır,140 m2,3 + 1,2. Kat,False,2.0,,Kombi,,48000
5032,İzmir,Karşıyaka,Yalı,Daire,Daire,7,60 m2,1 + 1,Yüksek Giriş,,1.0,İkinci El,Kombi,Doğalgaz,20000
5033,İstanbul,Beylikdüzü,Adnan Kahveci,Daire,Daire,25,130 m2,3 + 1,8. Kat,,2.0,İkinci El,Kombi,Doğalgaz,24000
5034,İstanbul,Beykoz,Yeni Mahalle,Daire,Daire,20,145 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Doğalgaz Sobası,Doğalgaz,32000
5035,Yalova,Çınarcık,Çamlık,Daire,Daire,5,75 m2,1 + 1,3. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,30000
5036,İstanbul,Beşiktaş,Türkali,Daire,Daire,45,100 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
5037,Hatay,Samandağ,Mağaracık,Daire,Daire,5,120 m2,2 + 1,Zemin,False,1.0,,Klima,,12000
5038,Ankara,Keçiören,İncirli,Daire,Daire,11,125 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14500
5039,İzmir,Güzelbahçe,Kahramandere,Villa,Villa,11,190 m2,4 + 1,,False,3.0,,Kombi,Doğalgaz,75000
5040,Denizli,Pamukkale,İncilipınar,Daire,Daire,26,130 m2,2 + 1,2. Kat,False,1.0,,Kombi,,11750
5041,İstanbul,Çekmeköy,Çamlık,Daire,Daire,20,95 m2,2 + 1,1. Kat,True,1.0,,Kombi,Doğalgaz,26000
5042,Antalya,Kepez,Demirel,Daire,Daire,Sıfır,70 m2,1 + 1,Giriş Katı,False,2.0,,Klima,,8000
5043,Muğla,Milas,Kıyıkışlacık,Daire,Daire,1,90 m2,2 + 1,2. Kat,False,2.0,Sıfır,Klima,Elektrik,15000
5044,Ankara,Akyurt,Yıldırım,Daire,Daire,11,130 m2,3 + 1,2. Kat,False,1.0,,Kombi,,13000
5045,Antalya,Konyaaltı,Liman,Daire,Daire,5,170 m2,3 + 1,4. Kat,True,2.0,,Kombi,,55000
5046,İstanbul,Küçükçekmece,İnönü,Daire,Daire,20,135 m2,3 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
5047,İzmir,Urla,İskele,Daire,Daire,31,120 m2,3 + 1,3. Kat,True,1.0,,Klima,,75000
5048,İzmir,Buca,Efeler,Daire,Daire,16,190 m2,3 + 1,2. Kat,False,2.0,,Kombi,,25000
5049,Ankara,Keçiören,Aktepe,Daire,Daire,15,135 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18750
5050,Antalya,Muratpaşa,Fener,Daire,Daire,20,130 m2,2 + 1,5. Kat,True,1.0,İkinci El,Klima,Elektrik,20000
5051,İstanbul,Pendik,Kaynarca,Daire,Daire,28,130 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
5052,Balıkesir,Edremit,Güre Cumhuriyet,Daire,Daire,15,110 m2,2 + 1,Bahçe Katı,True,2.0,İkinci El,Klima,,2500
5053,Ankara,Mamak,Başak,Daire,Daire,12,130 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
5054,İstanbul,Şişli,İzzet Paşa,Daire,Daire,25,120 m2,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,24000
5055,İzmir,Balçova,Teleferik,Daire,Daire,29,100 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Jeotermal Isıtma,,18500
5056,İstanbul,Beşiktaş,Dikilitaş,Daire,Daire,30,130 m2,3 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,29000
5057,Samsun,Atakum,Atatepe,Daire,Daire,5,155 m2,3 + 1,8. Kat,False,1.0,,Merkezi (Pay Ölçer),,11500
5058,İstanbul,Bahçelievler,Kocasinan Merkez,Daire,Daire,30,95 m2,2 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16000
5059,İstanbul,Ataşehir,Yenişehir,Daire,Daire,16,145 m2,3 + 1,Giriş Katı,False,2.0,,Kombi,,35000
5060,Bursa,Nilüfer,Balkan,Daire,Daire,Sıfır,183 m2,3 + 1,Ara Kat,False,2.0,Sıfır,Doğalgaz Sobası,Doğalgaz,23500
5061,İstanbul,Şile,İmrendere,Daire,Daire,26,120 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,25000
5062,İstanbul,Çekmeköy,Sultançiftliği,Daire,Daire,5,70 m2,1 + 1,Yüksek Giriş,True,1.0,,Kombi,,13750
5063,Balıkesir,Erdek,Narlı,Villa,Villa,25,100 m2,3 + 1,,True,1.0,,Isıtma Yok,,205000
5064,Çanakkale,Merkez,İsmetpaşa,Daire,Daire,31,130 m2,3 + 1,2. Kat,False,1.0,,Kombi,,25000
5065,İstanbul,Esenler,Oruçreis,Daire,Daire,26,90 m2,2 + 1,Giriş Katı,False,1.0,İkinci El,Soba,Doğalgaz,10000
5066,İstanbul,Eyüpsultan,Düğmeciler,Daire,Daire,20,93 m2,2 + 1,Yarı Bodrum,False,1.0,İkinci El,Kombi,Doğalgaz,18000
5067,Antalya,Kepez,Erenköy,Daire,Daire,1,75 m2,2 + 1,3. Kat,False,1.0,Sıfır,Klima,Elektrik,14000
5068,Burdur,Merkez,Yeni,Daire,Daire,Sıfır,185 m2,4 + 2,4. Kat,False,2.0,,Kombi,Doğalgaz,15000
5069,İzmir,Karşıyaka,Nergiz,Daire,Daire,21,85 m2,2 + 1,5. Kat,False,1.0,,Isıtma Yok,,15000
5070,İstanbul,Beyoğlu,Şahkulu,Daire,Daire,95,80 m2,1 + 1,En Üst Kat,False,1.0,Sıfır,Kombi,Doğalgaz,40000
5071,İzmir,Karşıyaka,Donanmacı,Daire,Daire,30,80 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Isıtma Yok,Elektrik,15000
5072,İstanbul,Başakşehir,Bahçeşehir 1. Kısım,Daire,Daire,1,300 m2,5 + 1,5. Kat,False,3.0,Sıfır,Kombi,Doğalgaz,90000
5073,Hatay,Dörtyol,Çaylı,Daire,Daire,1,190 m2,4 + 1,Ara Kat,False,2.0,,Kombi,,22000
5074,İzmir,Urla,Çamlıçay,Villa,Villa,23,200 m2,5 + 1,,False,3.0,İkinci El,Kombi,Doğalgaz,50000
5075,Ankara,Çankaya,Yıldızevler,Daire,Daire,20,250 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,23000
5076,Muğla,Köyceğiz,Toparlar,Daire,Daire,10,95 m2,2 + 1,Zemin,,1.0,,Soba,,15000
5077,Ankara,Keçiören,Atapark,Daire,Daire,2,180 m2,4 + 1,2. Kat,False,2.0,,Kombi,,28000
5078,İzmir,Buca,Yiğitler,Daire,Daire,25,125 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,18000
5079,İstanbul,Ümraniye,İstiklal,Daire,Daire,15,100 m2,2 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,17000
5080,Manisa,Akhisar,Medar,Daire,Daire,Sıfır,100 m2,2 + 1,3. Kat,,1.0,,Merkezi (Pay Ölçer),,10500
5081,Zonguldak,Alaplı,Aşağıdoğancılar,Daire,Daire,30,130 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,7500
5082,Muğla,Menteşe,Akçaova,Villa,Villa,Sıfır,135 m2,3 + 1,,False,2.0,Sıfır,Kombi,Doğalgaz,30000
5083,İstanbul,Kağıthane,Çeliktepe,Daire,Daire,4,85 m2,2 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,21000
5084,İstanbul,Beyoğlu,Firuzağa,Daire,Daire,40,90 m2,2 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,48000
5085,Kayseri,Melikgazi,Yıldırım Beyazıt,Daire,Daire,15,175 m2,3 + 1,9. Kat,False,1.0,İkinci El,Merkezi,,11000
5086,Çanakkale,Biga,Sakarya,Daire,Daire,5,60 m2,1 + 1,3. Kat,False,1.0,,Kombi,,11000
5087,İzmir,Bayraklı,Çiçek,Daire,Daire,14,100 m2,2 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,14000
5088,Kırşehir,Merkez,Bağbaşı,Daire,Daire,5,110 m2,3 + 1,Ara Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,12000
5089,İstanbul,Küçükçekmece,Yeşilova,Daire,Daire,25,120 m2,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
5090,Ankara,Sincan,Ulubatlı Hasan,Daire,Daire,30,85 m2,2 + 1,Ara Kat,False,1.0,,Kombi,Doğalgaz,11500
5091,İstanbul,Fatih,Balat,Müstakil Ev,Müstakil Ev,10,100 m2,3 + 1,,False,3.0,İkinci El,Kombi,Doğalgaz,45000
5092,Balıkesir,Edremit,Altınkum,Daire,Daire,25,100 m2,2 + 1,3. Kat,True,1.0,İkinci El,Isıtma Yok,Elektrik,14500
5093,İstanbul,Üsküdar,Valide-i Atik,Daire,Daire,35,80 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
5094,Muğla,Marmaris,Turunç,Müstakil Ev,Müstakil Ev,3,285 m2,4 + 1,,True,4.0,Sıfır,Klima,Elektrik,30000
5095,Adana,Çukurova,Güzelyalı,Daire,Daire,11,250 m2,4 + 1,7. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,275000
5096,Ankara,Çankaya,Aziziye,Daire,Daire,26,110 m2,3 + 1,3. Kat,False,1.0,,Merkezi,,19000
5097,Ankara,Yenimahalle,Ragıp Tüzün,Daire,Daire,30,130 m2,3 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,16000
5098,Ankara,Çankaya,İleri,Daire,Daire,35,90 m2,1 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,14000
5099,İstanbul,Adalar,Nizam,Müstakil Ev,Müstakil Ev,30,200 m2,4 + 1,,True,2.0,,Klima,Elektrik,370000
5100,Denizli,Honaz,Yeni,Bungalov,Bungalov,Sıfır,80 m2,2 + 1,,,1.0,,Isıtma Yok,,5000
5101,Konya,Ereğli,Orhaniye,Daire,Daire,4,120 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,7000
5102,İzmir,Karabağlar,Umut,Daire,Daire,25,140 m2,3 + 1,2. Kat,False,2.0,İkinci El,Soba,,12000
5103,İstanbul,Başakşehir,Bahçeşehir 2. Kısım,Villa,Villa,15,360 m2,5 + 2,,False,4.0,İkinci El,Kombi,Doğalgaz,50000
5104,İstanbul,Beylikdüzü,Kavaklı,Daire,Daire,4,195 m2,3 + 2,3. Kat,False,3.0,,Kombi,,21000
5105,Denizli,Pamukkale,Mehmetçik,Daire,Daire,10,50 m2,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,7000
5106,Ankara,Sincan,Menderes,Daire,Daire,Sıfır,170 m2,4 + 1,1. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
5107,Adana,Çukurova,Karslılar,Loft Daire,Loft Daire,5,250 m2,3 + 1,Villa Katı,True,2.0,Sıfır,Kombi,Doğalgaz,650000
5108,Tekirdağ,Süleymanpaşa,Hürriyet,Daire,Daire,25,160 m2,3 + 1,6. Kat,,1.0,,Merkezi,Doğalgaz,25000
5109,İstanbul,Üsküdar,Selimiye,Daire,Daire,40,85 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
5110,Ankara,Yenimahalle,Yeşilevler,Villa,Villa,10,400 m2,4 + 1,,False,4.0,Sıfır,Merkezi,Doğalgaz,40000
5111,Bursa,Gemlik,Halitpaşa,Daire,Daire,35,105 m2,2 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10000
5112,İstanbul,Zeytinburnu,Sümer,Daire,Daire,26,170 m2,2 + 1,5. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,17500
5113,İstanbul,Küçükçekmece,Cennet,Daire,Daire,30,125 m2,2 + 1,2. Kat,False,1.0,,Kombi,,14000
5114,İstanbul,Fatih,Şehremini,Daire,Daire,35,75 m2,1 + 1,2. Kat,False,1.0,İkinci El,Doğalgaz Sobası,Doğalgaz,10000
5115,Aydın,Kuşadası,Kadınlar Denizi,Villa,Villa,5,200 m2,3 + 1,,False,2.0,İkinci El,Kombi,Doğalgaz,32500
5116,İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım,Villa,Villa,35,390 m2,7 + 1,,True,4.0,,Kombi,,185000
5117,İstanbul,Sarıyer,Cumhuriyet,Daire,Daire,25,100 m2,2 + 1,Zemin,False,1.0,Sıfır,Kombi,Doğalgaz,25000
5118,Isparta,Merkez,Davraz,Daire,Daire,20,120 m2,3 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,12000
5119,Ankara,Etimesgut,Altay,Daire,Daire,25,75 m2,1 + 1,Ara Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,16000
5120,İstanbul,Fatih,Balat,Daire,Daire,5,60 m2,1 + 1,Yüksek Giriş,True,1.0,,Kombi,,16000
5121,Balıkesir,Edremit,Güre,Villa,Villa,11,100 m2,3 + 1,,True,2.0,,Klima,,100000
5122,İstanbul,Fatih,Mevlanakapı,Daire,Daire,45,120 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,25000
5123,İstanbul,Pendik,Ahmet Yesevi,Daire,Daire,Sıfır,95 m2,2 + 1,8. Kat,False,1.0,,Kombi,,14000
5124,Antalya,Elmalı,Karyağdı,Daire,Daire,25,140 m2,3 + 1,2. Kat,False,1.0,İkinci El,Soba,,9500
5125,Afyonkarahisar,Çay,Ali Kaleli,Daire,Daire,5,60 m2,1 + 1,3. Kat,False,1.0,,Kombi,,5500
5126,Ankara,Çankaya,Kırkkonaklar,Daire,Daire,15,125 m2,3 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,12500
5127,Manisa,Akhisar,Hürriyet,Daire,Daire,20,130 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
5128,İzmir,Balçova,Onur,Daire,Daire,30,125 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Soba,Kömür-Odun,17000
5129,İstanbul,Ataşehir,İçerenköy,Daire,Daire,4,70 m2,2 + 1,Kot 1,False,1.0,,Kombi,,19000
5130,Samsun,Atakum,Güzelyalı,Daire,Daire,15,100 m2,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,20000
5131,Adana,Seyhan,Gürselpaşa,Daire,Daire,Sıfır,250 m2,4 + 1,18. Kat,True,2.0,Sıfır,Kombi,Doğalgaz,56500
5132,Antalya,Alanya,Mahmutlar,Daire,Daire,7,170 m2,2 + 2,5. Kat,False,3.0,İkinci El,Klima,Elektrik,15000
5133,İzmir,Karabağlar,Karabağlar,Daire,Daire,16,140 m2,3 + 1,Zemin,True,2.0,,Kombi,,16500
5134,İzmir,Çeşme,Ilıca,Villa,Villa,5,160 m2,3 + 1,Bahçe Katı,,3.0,,Klima,,600000
5135,Denizli,Pamukkale,Kuşpınar,Bina,Bina,30,350 m2,5 + 1,,True,1.0,İkinci El,Kombi,Doğalgaz,35000
5136,Muğla,Milas,Aydınlıkevler,Daire,Daire,11,130 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Elektrik,14500
5137,Denizli,Pamukkale,Bağbaşı,Daire,Daire,1,45 m2,1 + 1,Ara Kat,True,1.0,Sıfır,Kombi,Doğalgaz,12000
5138,İzmir,Konak,Murat Reis,Daire,Daire,35,105 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
5139,Ankara,Gölbaşı,Karşıyaka,Villa,Villa,26,250 m2,4 + 1,,False,2.0,,Kombi,,34000
5140,İstanbul,Kağıthane,Seyrantepe,Daire,Daire,3,210 m2,4 + 1,Ara Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,90000
5141,İstanbul,Beykoz,Örnekköy,Daire,Daire,16,100 m2,2 + 1,Bahçe Katı,False,2.0,,Yerden Isıtma,,30000
5142,Ankara,Çankaya,Ayrancı,Daire,Daire,42,120 m2,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,19500
5143,İzmir,Karabağlar,Bahçelievler,Daire,Daire,40,95 m2,2 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,15000
5144,Ankara,Etimesgut,Ahi Mesut,Daire,Daire,3,198 m2,4 + 1,5. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,27500
5145,Muğla,Bodrum,Yalıkavak,Daire,Daire,15,95 m2,2 + 1,Giriş Katı,True,1.0,İkinci El,Klima,Elektrik,35000
5146,Ankara,Mamak,Şahintepe,Daire,Daire,10,125 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14500
5147,İstanbul,Şişli,Merkez,Daire,Daire,31,125 m2,3 + 1,2. Kat,True,2.0,,Kombi,Doğalgaz,34000
5148,Antalya,Kepez,Kültür,Daire,Daire,4,48 m2,2 + 0,2. Kat,False,1.0,,Klima,,11000
5149,Kırşehir,Merkez,Yenice,Daire,Daire,12,190 m2,5 + 1,En Üst Kat,False,2.0,,Merkezi (Pay Ölçer),Doğalgaz,11500
5150,Antalya,Serik,Kadriye,Villa,Villa,4,400 m2,5 + 2,Bahçe Katı,True,2.0,,Klima,,50000
5151,İstanbul,Şişli,19 Mayıs,Daire,Daire,20,60 m2,1 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,24950
5152,Adana,Seyhan,Yeşilyurt,Daire,Daire,11,150 m2,3 + 1,8. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
5153,Bursa,Osmangazi,Hocahasan,Daire,Daire,31,150 m2,3 + 1,2. Kat,False,1.0,,Doğalgaz Sobası,,12000
5154,Eskişehir,Tepebaşı,Güllük,Daire,Daire,24,115 m2,3 + 1,3. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,13500
5155,Eskişehir,Tepebaşı,Ömerağa,Daire,Daire,21,220 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
5156,Muğla,Menteşe,Bayır,Daire,Daire,1,155 m2,3 + 1,En Üst Kat,False,2.0,,Kombi,Doğalgaz,18000
5157,Bursa,Nilüfer,29 Ekim,Daire,Daire,20,200 m2,4 + 1,8. Kat,False,2.0,,Kombi,Doğalgaz,27000
5158,Antalya,Muratpaşa,Yeşilbahçe,Daire,Daire,25,240 m2,4 + 1,4. Kat,False,3.0,,Klima,Elektrik,25000
5159,Denizli,Pamukkale,Zeytinköy,Daire,Daire,15,70 m2,1 + 1,Teras Katı,True,1.0,İkinci El,Merkezi,Doğalgaz,8250
5160,Karabük,Merkez,100. Yıl,Daire,Daire,20,120 m2,3 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
5161,İzmir,Urla,Yelaltı,Villa,Villa,2,270 m2,3 + 1,,True,4.0,,Isı Pompası,,160000
5162,Antalya,Muratpaşa,Çağlayan,Daire,Daire,30,230 m2,3 + 1,Teras Katı,False,2.0,İkinci El,Klima,Elektrik,20000
5163,Bursa,Gemlik,Dr. Ziya Kaya,Daire,Daire,31,145 m2,3 + 1,4. Kat,True,1.0,,Kombi,,18000
5164,Bursa,Gemlik,Dr. Ziya Kaya,Daire,Daire,30,135 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,9500
5165,İstanbul,Sarıyer,Cumhuriyet,Daire,Daire,25,95 m2,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,25000
5166,İstanbul,Adalar,Nizam,Daire,Daire,7,95 m2,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,200000
5167,Yalova,Çiftlikköy,Sahil,Daire,Daire,20,140 m2,3 + 1,3. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,17500
5168,Eskişehir,Tepebaşı,Kumlubel,Daire,Daire,12,55 m2,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,6250
5169,Bursa,Nilüfer,19 Mayıs,Villa,Villa,5,520 m2,9 + 2,,False,4.0,İkinci El,Yerden Isıtma,Doğalgaz,85000
5170,Adana,Çukurova,Beyazevler,Daire,Daire,1,50 m2,1 + 1,1. Kat,True,1.0,,Klima,,15000
5171,İstanbul,Sarıyer,Darüşşafaka,Daire,Daire,21,110 m2,2 + 1,Bahçe Katı,False,2.0,,Merkezi,,49500
5172,Muğla,Menteşe,Karamehmet,Daire,Daire,5,75 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
5173,İstanbul,Sarıyer,Tarabya,Daire,Daire,30,370 m2,4 + 2,3. Kat,False,3.0,İkinci El,Kat Kaloriferi,Doğalgaz,160000
5174,Ankara,Keçiören,Etlik,Daire,Daire,30,135 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
5175,Bolu,Merkez,Gölyüzü,Daire,Daire,3,168 m2,4 + 1,1. Kat,False,3.0,,Kombi,,20000
5176,Kırklareli,Lüleburgaz,Kocasinan,Daire,Daire,30,135 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
