,House Type,House Age,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price,Rooms,Living Rooms,House Size m2,Floor Level,Neighborhood Grouped,Town Grouped,City Grouped
1071,Daire,2,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,44000,2,1,145.0,2.0,Other,İstanbul - Beylikdüzü,İstanbul
1072,Daire,11,False,1.0,Sıfır,Kombi,Doğalgaz,20500,2,1,130.0,1.0,Ankara - Çankaya - Birlik,Ankara - Çankaya,Ankara
1073,Villa,10,False,2.0,İkinci El,Klima,Elektrik,30000,4,1,250.0,2.5,Other,Antalya - Döşemealtı,Antalya
1074,Daire,22,False,1.0,İkinci El,Merkezi,Doğalgaz,22000,4,1,165.0,1.0,Ankara - Çankaya - Kırkkonaklar,Ankara - Çankaya,Ankara
1075,Daire,2,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,25000,2,1,85.0,5.0,Other,İstanbul - Kağıthane,İstanbul
1076,Daire,35,False,2.0,İkinci El,Kombi,Doğalgaz,26500,3,2,260.0,3.0,Other,İstanbul - Avcılar,İstanbul
1078,Daire,7,True,1.0,İkinci El,Klima,Elektrik,14000,2,0,75.0,1.0,Other,Antalya - Kepez,Antalya
1079,Villa,10,False,3.0,İkinci El,Kombi,Doğalgaz,110000,6,1,310.0,2.5,Other,İstanbul - Büyükçekmece,İstanbul
1080,Daire,23,False,2.0,İkinci El,Kombi,Doğalgaz,23000,3,1,160.0,5.0,Other,Ankara - Yenimahalle,Ankara
1081,Daire,9,False,2.0,İkinci El,Kombi,Doğalgaz,18000,3,1,150.0,2.5,Other,Ankara - Sincan,Ankara
1082,Daire,5,False,3.0,İkinci El,Kombi,Doğalgaz,30000,4,2,250.0,20.0,Other,İstanbul - Kartal,İstanbul
1083,Daire,26,False,1.0,İkinci El,Klima,Elektrik,125000,3,1,180.0,5.0,Other,Adana - Seyhan,Adana
1084,Daire,1,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,33500,4,1,210.0,1.0,Other,Ankara - Keçiören,Ankara
1085,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,7000,2,1,110.0,1.0,Other,Other,Samsun
1086,Daire,6,False,2.0,İkinci El,Kombi,Doğalgaz,20000,3,1,150.0,11.0,Other,Other,Rize
1087,Müstakil Ev,15,False,1.0,İkinci El,Klima,Elektrik,9000,2,1,120.0,2.5,Other,Hatay - İskenderun,Hatay
1088,Daire,0,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,25000,4,1,185.0,1.0,Other,Other,Zonguldak
1090,Daire,11,False,2.0,İkinci El,Kombi,Doğalgaz,13000,3,1,140.0,2.0,Other,Other,Sinop
1091,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,18100,3,1,155.0,20.0,Other,Denizli - Merkezefendi,Denizli
1092,Daire,50,True,1.0,İkinci El,Merkezi,Doğalgaz,21000,2,1,140.0,7.0,Other,İzmir - Konak,İzmir
1093,Daire,8,True,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,75.0,0.0,Other,Balıkesir - Bandırma,Balıkesir
1094,Daire,19,False,1.0,İkinci El,Kombi,Doğalgaz,8000,1,1,50.0,1.0,Other,Eskişehir - Tepebaşı,Eskişehir
1095,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,130.0,2.0,Other,İzmir - Karabağlar,İzmir
1096,Villa,6,True,3.0,İkinci El,Kombi,Doğalgaz,60000,6,1,552.0,2.5,Other,Other,Tekirdağ
1097,Daire,0,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,15500,1,1,51.0,2.5,Other,Other,Balıkesir
1098,Daire,0,True,2.0,Sıfır,Yerden Isıtma,Doğalgaz,25000,2,1,130.0,3.0,Other,Bursa - Nilüfer,Bursa
1099,Daire,16,False,1.0,İkinci El,Kombi,Doğalgaz,12500,2,1,120.0,2.5,Other,Denizli - Merkezefendi,Denizli
1100,Daire,0,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,12000,1,1,50.0,2.5,Other,Denizli - Pamukkale,Denizli
1101,Daire,4,False,2.0,İkinci El,Kombi,Doğalgaz,115000,4,1,210.0,1.0,Other,İstanbul - Bakırköy,İstanbul
1102,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,14000,2,1,95.0,3.0,Other,Mersin(İçel) - Mezitli,Mersin(İçel)
1103,Yazlık,12,False,4.0,İkinci El,Klima,Elektrik,35000,3,1,250.0,1.5,Other,Aydın - Kuşadası,Aydın
1104,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,21000,2,1,100.0,1.0,Other,Ankara - Çankaya,Ankara
1105,Villa,0,False,3.0,Sıfır,Klima,Elektrik,26500,3,1,160.0,2.5,Other,Muğla - Ortaca,Muğla
1106,Daire,0,True,1.0,İkinci El,Yerden Isıtma,Bilinmiyor,57000,2,1,94.0,6.0,Other,Ankara - Çankaya,Ankara
1107,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,21000,2,1,100.0,1.0,Other,Ankara - Çankaya,Ankara
1108,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,70000,2,1,124.0,1.0,Other,İstanbul - Eyüpsultan,İstanbul
1109,Daire,13,False,1.0,İkinci El,Kombi,Doğalgaz,19000,3,1,130.0,20.0,Other,Balıkesir - Bandırma,Balıkesir
1110,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,22000,3,1,125.0,6.0,Ankara - Çankaya - Harbiye,Ankara - Çankaya,Ankara
1111,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,33000,3,1,110.0,2.5,Other,Ankara - Keçiören,Ankara
1112,Daire,1,False,2.0,Sıfır,Merkezi,Doğalgaz,15500,3,1,170.0,7.0,Other,İstanbul - Esenyurt,İstanbul
1113,Daire,6,False,2.0,İkinci El,Kombi,Doğalgaz,23500,3,1,130.0,3.0,Other,İstanbul - Kartal,İstanbul
1114,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,19000,2,1,85.0,9.0,Other,Other,Antalya
1116,Daire,0,False,3.0,Sıfır,Kombi,Doğalgaz,55000,5,2,180.0,4.0,Other,İstanbul - Maltepe,İstanbul
1117,Daire,10,True,1.0,İkinci El,Klima,Elektrik,20000,1,1,70.0,0.0,Other,Antalya - Konyaaltı,Antalya
1118,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,10000,1,1,66.0,5.0,Other,Other,Zonguldak
1119,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,19000,3,1,120.0,1.0,Other,Ankara - Çankaya,Ankara
1120,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,40000,3,1,180.0,4.0,Other,İstanbul - Şişli,İstanbul
1122,Daire,11,True,4.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,8000000,6,1,300.0,0.0,Other,İstanbul - Başakşehir,İstanbul
1123,Villa,10,True,3.0,İkinci El,Klima,Elektrik,150000,3,1,250.0,2.5,Other,Muğla - Bodrum,Muğla
1124,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,21000,3,1,130.0,5.0,Other,Ankara - Yenimahalle,Ankara
1125,Daire,1,False,1.0,İkinci El,Merkezi,Doğalgaz,15000,1,1,65.0,20.0,Other,Ankara - Çankaya,Ankara
1126,Daire,22,False,1.0,İkinci El,Klima,Bilinmiyor,10000,2,1,110.0,6.0,Other,Other,Antalya
1127,Daire,26,False,1.0,İkinci El,Merkezi,Bilinmiyor,16000,2,1,75.0,0.0,Other,İstanbul - Beşiktaş,İstanbul
1128,Daire,12,False,1.0,Sıfır,Merkezi,Doğalgaz,12000,3,1,115.0,-2.0,Other,Ankara - Mamak,Ankara
1129,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,22000,1,1,65.0,0.0,Other,İstanbul - Bakırköy,İstanbul
1130,Daire,5,True,1.0,İkinci El,Klima,Bilinmiyor,21500,2,1,90.0,2.0,Other,Antalya - Manavgat,Antalya
1131,Daire,15,False,2.0,İkinci El,Kombi,Bilinmiyor,25000,5,1,260.0,3.0,Other,Ankara - Keçiören,Ankara
1132,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,110.0,3.0,Other,Ankara - Çankaya,Ankara
1133,Daire,16,False,1.0,İkinci El,Kombi,Doğalgaz,19000,2,1,100.0,2.0,Other,İstanbul - Şişli,İstanbul
1134,Daire,21,True,1.0,İkinci El,Kombi,Doğalgaz,40000,2,1,90.0,1.0,Other,İstanbul - Beşiktaş,İstanbul
1135,Villa,21,False,3.0,İkinci El,Kombi,Doğalgaz,65000,4,1,300.0,2.5,Other,İstanbul - Tuzla,İstanbul
1136,Villa,6,False,3.0,İkinci El,Kombi,Doğalgaz,48000,5,2,270.0,2.5,Other,Other,Aydın
1137,Daire,30,False,2.0,İkinci El,Kombi,Doğalgaz,14000,3,1,130.0,0.5,Other,İstanbul - Avcılar,İstanbul
1138,Daire,35,False,1.0,İkinci El,Merkezi,Doğalgaz,24000,3,1,120.0,2.5,Other,İstanbul - Bakırköy,İstanbul
1139,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,14000,3,1,115.0,3.0,Other,Ankara - Keçiören,Ankara
1140,Daire,15,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,16000,3,1,165.0,6.0,Other,Samsun - İlkadım,Samsun
1141,Daire,3,True,1.0,Sıfır,Kombi,Doğalgaz,17000,1,1,60.0,1.0,Other,İzmir - Çiğli,İzmir
1142,Daire,18,True,1.0,İkinci El,Kombi,Doğalgaz,40000,3,1,150.0,4.0,Other,Other,Bursa
1144,Daire,10,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,26000,3,1,160.0,10.0,Ankara - Gölbaşı - İncek,Ankara - Gölbaşı,Ankara
1145,Daire,12,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,52000,2,1,115.0,6.0,Other,İstanbul - Beşiktaş,İstanbul
1146,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,11500,1,1,70.0,0.5,Ankara - Altındağ - Aydınlıkevler,Ankara - Altındağ,Ankara
1147,Daire,1,False,2.0,Sıfır,Kombi,Doğalgaz,23500,2,1,90.0,2.0,Ankara - Gölbaşı - Taşpınar,Ankara - Gölbaşı,Ankara
1148,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,16000,3,1,145.0,5.0,Other,Samsun - Atakum,Samsun
1149,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,7000,2,1,100.0,0.5,Other,Other,Edirne
1151,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,110.0,-2.0,Other,İstanbul - Ataşehir,İstanbul
1152,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,7000,4,1,120.0,20.0,Other,Other,Adana
1153,Daire,0,False,1.0,Sıfır,Klima,Elektrik,200000,2,1,100.0,4.0,Other,Hatay - Arsuz,Hatay
1154,Daire,15,False,2.0,İkinci El,Kombi,Doğalgaz,19000,3,1,170.0,5.0,Other,Hatay - İskenderun,Hatay
1155,Daire,4,True,1.0,İkinci El,Kombi,Bilinmiyor,10000,1,1,55.0,3.0,Other,Samsun - Atakum,Samsun
1156,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,11000,3,1,110.0,5.0,Other,Ankara - Sincan,Ankara
1157,Daire,15,False,2.0,İkinci El,Kombi,Doğalgaz,25000,3,1,120.0,1.0,Other,Antalya - Konyaaltı,Antalya
1158,Daire,34,False,1.0,İkinci El,Kombi,Doğalgaz,10000,3,1,100.0,4.0,Other,Ankara - Altındağ,Ankara
1159,Daire,14,True,2.0,İkinci El,Klima,Elektrik,55000,4,1,350.0,2.0,Other,Antalya - Muratpaşa,Antalya
1160,Daire,35,True,1.0,İkinci El,Merkezi,Doğalgaz,24750,1,1,60.0,2.0,Other,Ankara - Çankaya,Ankara
1161,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,22000,3,1,170.0,1.0,Other,Bolu - Merkez,Bolu
1162,Daire,16,False,5.0,İkinci El,Yerden Isıtma,Bilinmiyor,120000,4,2,400.0,0.0,Other,İstanbul - Sarıyer,İstanbul
1163,Daire,30,False,1.0,İkinci El,Merkezi,Doğalgaz,30000,3,1,130.0,9.0,Other,İstanbul - Zeytinburnu,İstanbul
1164,Daire,14,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,12000,1,1,97.0,4.0,Other,İstanbul - Esenyurt,İstanbul
1165,Daire,18,True,1.0,İkinci El,Merkezi,Doğalgaz,29500,1,1,95.0,0.5,Other,Ankara - Çankaya,Ankara
1166,Daire,38,False,1.0,İkinci El,Kombi,Doğalgaz,22000,2,1,80.0,2.5,Other,İstanbul - Beşiktaş,İstanbul
1167,Villa,0,False,2.0,Sıfır,Klima,Bilinmiyor,55000,3,1,130.0,1.0,Other,Muğla - Bodrum,Muğla
1168,Daire,25,False,1.0,İkinci El,Klima,Elektrik,10000,3,1,115.0,4.0,Other,Other,Giresun
1169,Daire,23,False,1.0,İkinci El,Merkezi,Doğalgaz,15000,1,1,58.0,4.0,İstanbul - Küçükçekmece - Atakent,İstanbul - Küçükçekmece,İstanbul
1170,Daire,0,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,25000,3,1,130.0,20.0,Other,Other,Çanakkale
1171,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,12500,2,1,100.0,-1.0,Other,Ankara - Keçiören,Ankara
1172,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,100.0,4.0,Other,İstanbul - Avcılar,İstanbul
1174,Daire,1,False,1.0,İkinci El,Klima,Elektrik,15000,2,1,125.0,2.5,Antalya - Alanya - Mahmutlar,Antalya - Alanya,Antalya
1175,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,21000,2,1,100.0,2.0,Other,İstanbul - Kağıthane,İstanbul
1176,Daire,8,True,1.0,İkinci El,Klima,Bilinmiyor,20000,2,1,90.0,1.0,Other,Aydın - Efeler,Aydın
1177,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,4500,2,1,90.0,2.0,Other,Zonguldak - Merkez,Zonguldak
1178,Daire,21,False,1.0,İkinci El,Merkezi,Doğalgaz,25000,2,1,151.0,6.0,Other,İstanbul - Başakşehir,İstanbul
1179,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,75000,3,1,130.0,5.0,Other,İstanbul - Beyoğlu,İstanbul
1180,Daire,4,False,1.0,İkinci El,Kombi,Doğalgaz,10000,3,1,135.0,5.0,Other,Other,Manisa
1181,Daire,26,False,1.0,İkinci El,Kombi,Bilinmiyor,25000,3,1,120.0,6.0,Other,İstanbul - Kartal,İstanbul
1182,Daire,2,False,2.0,İkinci El,Kombi,Bilinmiyor,14500,2,1,100.0,2.0,Other,Other,Balıkesir
1183,Residence,0,True,2.0,İkinci El,Merkezi,Bilinmiyor,62500,2,1,180.0,12.0,Other,Ankara - Çankaya,Ankara
1184,Daire,7,False,2.0,İkinci El,Merkezi,Doğalgaz,20000,4,1,200.0,6.0,Other,Other,Other
1185,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,90.0,1.0,Other,İstanbul - Esenyurt,İstanbul
1186,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,9500,1,1,55.0,2.0,Other,Other,Erzincan
1187,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,110.0,2.0,Other,Balıkesir - Bandırma,Balıkesir
1188,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,15500,2,1,80.0,1.0,Other,İstanbul - Kağıthane,İstanbul
1189,Daire,0,True,1.0,İkinci El,Kombi,Doğalgaz,20000,1,1,60.0,1.0,Other,Ankara - Çankaya,Ankara
1190,Residence,2,False,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,14000,1,1,65.0,2.0,Other,Tekirdağ - Çorlu,Tekirdağ
1191,Daire,7,True,2.0,İkinci El,Kombi,Doğalgaz,35000,3,1,132.0,2.5,Other,Other,İzmir
1192,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,22500,2,1,66.0,0.5,Other,Ankara - Yenimahalle,Ankara
1193,Yazlık,20,True,2.0,İkinci El,Klima,Elektrik,5600000,3,1,140.0,1.5,Other,Other,İzmir
1195,Villa,6,False,3.0,İkinci El,Kombi,Doğalgaz,55000,5,1,250.0,2.5,Other,Ankara - Gölbaşı,Ankara
1196,Daire,8,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,40000,4,1,200.0,2.0,Other,Ankara - Çankaya,Ankara
1197,Daire,40,False,1.0,İkinci El,Merkezi,Doğalgaz,25000,3,1,90.0,2.0,Ankara - Çankaya - Emek,Ankara - Çankaya,Ankara
1198,Daire,23,False,1.0,İkinci El,Klima,Elektrik,10750,2,1,120.0,4.0,Other,Adana - Çukurova,Adana
1199,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,15750,1,1,45.0,0.5,Ankara - Keçiören - Etlik,Ankara - Keçiören,Ankara
1200,Daire,8,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20000,1,1,65.0,0.0,Other,İzmir - Bornova,İzmir
1201,Daire,40,False,1.0,İkinci El,Merkezi,Doğalgaz,23500,4,1,130.0,2.0,Other,Ankara - Çankaya,Ankara
1202,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,82.0,2.0,İstanbul - Fatih - Seyyid Ömer,İstanbul - Fatih,İstanbul
1203,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,16000,2,1,105.0,20.0,Other,İzmir - Menemen,İzmir
1204,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,18000,2,1,110.0,0.5,Other,Ankara - Çankaya,Ankara
1205,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,12800,3,1,155.0,3.0,Other,Nevşehir - Merkez,Nevşehir
1206,Daire,8,True,1.0,İkinci El,Kombi,Doğalgaz,1500,1,1,45.0,20.0,Other,Other,Sakarya
1207,Daire,30,False,1.0,İkinci El,Merkezi,Doğalgaz,30000,2,1,100.0,1.0,Other,İstanbul - Beşiktaş,İstanbul
1208,Daire,33,True,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,95.0,2.0,İstanbul - Bahçelievler - Bahçelievler,İstanbul - Bahçelievler,İstanbul
1209,Daire,13,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,22000,2,1,150.0,10.0,Other,Tekirdağ - Çorlu,Tekirdağ
1210,Daire,10,True,2.0,İkinci El,Klima,Elektrik,29750,1,1,100.0,0.0,Other,Muğla - Bodrum,Muğla
1211,Daire,6,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,98.0,3.0,Other,Eskişehir - Tepebaşı,Eskişehir
1212,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,115.0,2.0,Other,Ankara - Çankaya,Ankara
1213,Daire,0,True,2.0,Sıfır,Kombi,Doğalgaz,34000,2,1,85.0,2.0,Other,Ankara - Yenimahalle,Ankara
1214,Daire,30,True,1.0,İkinci El,Merkezi,Doğalgaz,14000,1,1,65.0,20.0,Other,Ankara - Etimesgut,Ankara
1215,Daire,14,True,1.0,İkinci El,Kombi,Doğalgaz,22500,2,1,100.0,2.5,Other,Other,Kocaeli
1216,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,175.0,3.0,Adana - Çukurova - Huzurevleri,Adana - Çukurova,Adana
1217,Daire,4,False,2.0,İkinci El,Kombi,Doğalgaz,150000,3,1,130.0,3.0,Other,Adana - Sarıçam,Adana
1218,Daire,10,False,1.0,İkinci El,Klima,Elektrik,9000,3,1,160.0,3.0,Other,Other,Hatay
1219,Daire,5,True,2.0,İkinci El,Klima,Elektrik,27000,2,1,80.0,2.0,Other,Muğla - Bodrum,Muğla
1220,Daire,5,True,2.0,Sıfır,Klima,Elektrik,20000,2,1,120.0,4.0,Other,Other,Adana
1221,Daire,5,True,1.0,Sıfır,Kombi,Doğalgaz,10000,1,1,65.0,2.0,Other,Other,Amasya
1222,Daire,27,True,1.0,İkinci El,Merkezi,Doğalgaz,35000,3,1,140.0,2.5,Other,Ankara - Çankaya,Ankara
1223,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,15000,2,1,85.0,2.5,Other,Other,Sakarya
1224,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,53000,4,1,170.0,1.0,Other,Ankara - Çankaya,Ankara
1225,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,6000,2,1,110.0,0.0,Other,Denizli - Merkezefendi,Denizli
1226,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,15500,2,1,70.0,-1.0,Other,Ankara - Yenimahalle,Ankara
1227,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,12500,3,1,120.0,2.0,Other,Adana - Çukurova,Adana
1228,Daire,38,False,1.0,İkinci El,Kombi,Doğalgaz,15000,1,1,85.0,3.0,Other,İstanbul - Fatih,İstanbul
1229,Daire,34,True,1.0,İkinci El,Merkezi,Doğalgaz,17000,3,1,119.0,3.0,Other,Ankara - Etimesgut,Ankara
1230,Daire,9,True,1.0,İkinci El,Klima,Elektrik,18500,2,1,115.0,0.5,Antalya - Konyaaltı - Hurma,Antalya - Konyaaltı,Antalya
1231,Daire,3,False,1.0,İkinci El,Kombi,Bilinmiyor,13000,2,1,100.0,0.5,Other,Other,Kocaeli
1232,Daire,17,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,75.0,0.0,Other,İstanbul - Bahçelievler,İstanbul
1233,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,120000,3,1,165.0,-1.0,Other,Adana - Çukurova,Adana
1234,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,10000,1,1,50.0,2.5,Other,Balıkesir - Bandırma,Balıkesir
1235,Daire,2,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,125.0,6.0,Other,Other,Manisa
1236,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,18000,1,1,55.0,2.5,Other,İstanbul - Ataşehir,İstanbul
1237,Daire,1,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,35000,3,1,105.0,0.5,Other,Ankara - Çankaya,Ankara
1238,Daire,14,True,2.0,İkinci El,Kombi,Doğalgaz,33000,1,1,110.0,1.0,Other,İstanbul - Eyüpsultan,İstanbul
1239,Müstakil Ev,28,False,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,130.0,2.5,Other,Ankara - Yenimahalle,Ankara
1240,Daire,23,False,2.0,İkinci El,Klima,Elektrik,27000,3,1,155.0,2.0,Other,Antalya - Muratpaşa,Antalya
1241,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,135.0,5.0,Other,Tokat - Merkez,Tokat
1242,Daire,9,False,2.0,İkinci El,Kombi,Doğalgaz,22000,4,1,180.0,1.0,Other,Ankara - Mamak,Ankara
1243,Daire,32,True,1.0,İkinci El,Kombi,Doğalgaz,30000,2,1,75.0,3.0,Other,İstanbul - Beşiktaş,İstanbul
1244,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,110.0,3.0,Other,İstanbul - Beyoğlu,İstanbul
1245,Daire,5,True,1.0,İkinci El,Klima,Bilinmiyor,16500,1,1,55.0,4.0,Other,Antalya - Alanya,Antalya
1246,Daire,16,False,1.0,İkinci El,Klima,Bilinmiyor,15000,2,1,110.0,7.0,Other,Antalya - Alanya,Antalya
1247,Daire,24,False,1.0,İkinci El,Kombi,Doğalgaz,22000,2,1,125.0,0.0,Other,Ankara - Çankaya,Ankara
1248,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,13500,1,1,60.0,2.0,Other,Other,Zonguldak
1249,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,120.0,1.0,Other,Other,Manisa
1250,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,150.0,2.0,Other,Ankara - Çankaya,Ankara
1251,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,75.0,0.0,Other,Ankara - Mamak,Ankara
1252,Daire,9,True,1.0,Sıfır,Kombi,Doğalgaz,3000000,1,1,70.0,0.5,İstanbul - Kağıthane - Ortabayır,İstanbul - Kağıthane,İstanbul
1253,Daire,9,True,1.0,Sıfır,Kombi,Doğalgaz,3000000,1,1,70.0,0.5,İstanbul - Kağıthane - Ortabayır,İstanbul - Kağıthane,İstanbul
1254,Daire,28,True,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,125.0,0.5,Other,Kocaeli - Gölcük,Kocaeli
1256,Daire,0,True,2.0,Sıfır,Kombi,Doğalgaz,35000,2,1,85.0,3.0,Other,Ankara - Yenimahalle,Ankara
1257,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,43000,3,1,115.0,3.0,Other,İstanbul - Şişli,İstanbul
1258,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,145.0,6.0,Other,Adana - Çukurova,Adana
1259,Daire,33,True,1.0,İkinci El,Kombi,Doğalgaz,23000,3,1,115.0,1.0,Ankara - Çankaya - Harbiye,Ankara - Çankaya,Ankara
1260,Daire,30,False,1.0,İkinci El,Klima,Bilinmiyor,17000,2,1,100.0,3.0,Other,Antalya - Kepez,Antalya
1261,Daire,1,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,85.0,2.5,Other,Denizli - Merkezefendi,Denizli
1262,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,21000,2,1,110.0,4.0,Other,İzmir - Bornova,İzmir
1263,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,60000,2,1,110.0,2.0,Other,İstanbul - Üsküdar,İstanbul
1264,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,95.0,6.0,Other,İzmir - Bayraklı,İzmir
1265,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,110.0,2.0,Other,Ankara - Çankaya,Ankara
1266,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,13000,3,1,130.0,4.0,Other,Other,İzmir
1267,Daire,17,False,2.0,İkinci El,Klima,Elektrik,142000,3,1,170.0,3.0,Adana - Çukurova - Yurt,Adana - Çukurova,Adana
1268,Daire,0,False,1.0,Sıfır,Klima,Elektrik,15000,2,1,90.0,1.0,Other,Antalya - Döşemealtı,Antalya
1269,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,50000,4,1,125.0,5.0,İstanbul - Bahçelievler - Bahçelievler,İstanbul - Bahçelievler,İstanbul
1270,Daire,26,True,2.0,İkinci El,Merkezi,Doğalgaz,37500,3,1,170.0,1.0,Other,İzmir - Karşıyaka,İzmir
1271,Daire,12,True,2.0,İkinci El,Klima,Elektrik,20000,2,1,90.0,2.5,Other,Aydın - Kuşadası,Aydın
1272,Daire,12,True,2.0,İkinci El,Klima,Elektrik,20000,2,1,90.0,2.5,Other,Aydın - Kuşadası,Aydın
1273,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,80.0,2.0,İstanbul - Şişli - Merkez,İstanbul - Şişli,İstanbul
1274,Villa,40,False,2.0,İkinci El,Kombi,Doğalgaz,150000,3,1,300.0,2.5,Other,İstanbul - Beşiktaş,İstanbul
1275,Daire,50,False,1.0,İkinci El,Merkezi,Doğalgaz,20000,2,1,115.0,2.0,Other,Ankara - Çankaya,Ankara
1276,Daire,10,True,1.0,İkinci El,Merkezi,Doğalgaz,48500,2,1,110.0,21.0,Ankara - Çankaya - Oran,Ankara - Çankaya,Ankara
